INITDATE,GEOS-5.IMERGEARLY,0,1,2,3,4,5,6,7,8
22-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Jan-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Feb-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Mar-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Apr-2023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Apr-2023,2.41539716720581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Apr-2023,2.50136590003967,2.15373253822327,2.0857138633728,2.1706645488739,2.37583756446838,1.55567872524261,NaN,NaN,NaN,1.98549652099609
16-Apr-2023,2.5243314743042,2.48386750221252,1.18397072553635,1.96997087001801,1.35715425014496,0.682624995708466,0.906446218490601,2.40397524833679,1.80564141273499,NaN
17-Apr-2023,0.894853383302689,0.0981594260782004,0.0256977455690503,0.00459014931693673,1.06893174648285,1.15560067296028,0.101985961198807,0.000875883984554094,0.85532009601593,0.000390355678973719
18-Apr-2023,2.26859712600708,0.177009133994579,0.162761640548706,0.195708701014519,0.0322176747024059,0.0099597335793078,0.135311871767044,0.477645516395569,0.563431009650231,0.0219535361975431
19-Apr-2023,2.21349000930786,0.397150576114655,0.130558624863625,0.0852263569831848,0.0666124224662781,0.017988046631217,0.0740822553634644,NaN,0.608691072463989,NaN
20-Apr-2023,NaN,NaN,2.22051620483398,1.91652798652649,NaN,NaN,NaN,2.19117450714111,NaN,NaN
21-Apr-2023,NaN,NaN,2.9517765045166,2.84741945266724,3.06279611587524,NaN,NaN,NaN,0.431427508592606,NaN
22-Apr-2023,0.875236797332764,0.123390002548695,0.127700452506542,0.000438609282718971,0.205146274715662,0.666060388088226,0.0254302266985178,0.27062913775444,NaN,2.56455178260803
23-Apr-2023,1.50893131494522,2.77018427848816,2.98210473060608,2.14943197965622,2.95849847793579,0.335233676433563,3.06241798400879,0.0165863598696888,NaN,NaN
24-Apr-2023,0.912945508956909,0.256935907900333,0.140221118927002,0.101935230195522,0.416377177834511,0.0825739726424218,0.929278492927553,3.31208081245422,3.09267883300781,NaN
25-Apr-2023,1.98475158214569,0.149488911032677,0.277651011943817,3.18592834472656,0.114617191255093,0.0896997317671776,0.0171353869140148,2.30664920806885,3.48341128826141,NaN
26-Apr-2023,2.47609639167786,0.271262049674988,0.256525354087353,0.184188179671764,0.80676127076149,0.213125769793988,NaN,0.251465648412704,3.48156478404999,3.43236210346222
27-Apr-2023,2.26223468780518,2.07055349349976,2.21894955635071,2.54908406734467,0.847850251197815,0.617172765731812,0.557894623279572,NaN,0.145427733659744,3.86952285766602
28-Apr-2023,3.58325266838074,3.34256401062012,3.73086137771606,3.66919894218445,3.73074622154236,3.40088105201721,3.29591994285584,2.67212677001953,NaN,2.5190703868866
29-Apr-2023,4.08959436416626,4.45671281814575,4.56659412384033,4.31640033721924,3.48958733081818,1.98986134529114,3.6692578792572,4.2666868686676,2.83422346115112,NaN
30-Apr-2023,2.60441589355469,1.79987967014313,3.00873837471008,0.886763620376587,0.528897124528885,0.522433888912201,3.87266802787781,3.61349959373474,3.99624149799347,2.91565718650818
01-May-2023,0.224290274083614,1.91202008724213,0.986530065536499,3.04640674591064,0.00807880912907422,0.0823903381824493,0.247937053442001,2.39492163658142,0.294648167490959,3.40668017864227
02-May-2023,0.707501661777497,0.446821421384811,0.205617076158524,0.155784159898758,0.363742366433144,0.00752243865281343,0.0174479968845844,0.00265067663276568,0.494320148229599,0.217732560634614
03-May-2023,0.963634729385377,0.876921463012695,0.924054473638535,0.347376140952111,0.741145813465118,0.607430458068848,0.643551427125931,1.6550064444542,0.385713398456573,3.44228136539459
04-May-2023,2.67871427536011,2.53741598129272,2.51887431144714,2.43348822593689,0.956212270259857,2.87578327655792,0.60592212677002,2.68891034126282,1.94126009941101,2.52490563392639
05-May-2023,3.00301456451416,2.74735522270203,2.67970461845398,2.68260061740875,2.88906528949738,3.33861122131348,3.00199842453003,2.90916881561279,3.08740792274475,2.64496948719025
06-May-2023,4.83077764511108,4.41615333557129,4.13470458984375,3.88171577453613,3.98147797584534,3.36859264373779,4.22553873062134,4.20270776748657,3.91668419837952,3.36131918430328
07-May-2023,5.98631048202515,5.41463451385498,5.34203615188599,4.78901138305664,4.36378645896912,4.25119247436523,3.9289452791214,4.21050047874451,4.72098340988159,4.25974950790405
08-May-2023,6.5631628036499,5.73787307739258,5.66929154396057,5.67233209609986,5.44728660583496,5.51963868141174,5.14358158111572,4.80715484619141,5.06369805335999,6.47422432899475
09-May-2023,6.22727365493774,5.44694147109985,5.81795167922974,5.96629905700684,5.64351863861084,5.55004549026489,5.85351114273071,5.33598227500916,4.8212589263916,6.10276260375977
10-May-2023,7.82999515533447,7.21568179130554,7.40880837440491,7.51276741027832,7.35993385314941,6.63689370155334,7.3710506439209,6.61850237846375,6.66449565887451,5.54044065475464
11-May-2023,7.85190510749817,7.39156370162964,7.08813905715942,7.13924169540405,6.84539356231689,7.59833354949951,7.93314056396484,7.07617292404175,7.25823359489441,8.12320232391357
12-May-2023,5.97053871154785,3.89258618354797,5.07234964370728,3.88550868034363,3.51703324317932,8.29811630249023,5.80565443038941,6.44953632354737,8.54214305877685,8.20974254608154
13-May-2023,7.13462433815002,3.41455059051514,4.4422812461853,2.65833463668823,4.78133935928345,1.7011439204216,0.672587966918946,1.40073642730713,1.89467918872833,0.724343168735504
14-May-2023,7.8951810836792,5.6641547203064,5.88865923881531,6.71051511764526,5.65397820472717,5.57407069206238,2.15801658630371,0.984297299385071,4.38380289077759,3.8318413734436
15-May-2023,6.55338554382324,8.34516334533691,9.52881984710693,8.80426454544067,7.35115518569946,10.4208707809448,10.674670791626,6.06954183578491,5.59799871444702,7.32030391693115
16-May-2023,3.84090433120728,2.83820607662201,2.60275115966797,0.923881077766419,9.03361186981201,4.48546380996704,0.487714269757271,5.23060760498047,0.134424619376659,7.26355409622192
17-May-2023,7.44546537399292,6.06203012466431,6.35840725898743,5.1361198425293,3.72736465930939,9.49965000152588,6.83502807617188,1.01252836585045,6.36017436981201,0.496873679757118
18-May-2023,8.64838314056396,6.76494112014771,7.40117082595826,6.78356142044067,5.94498634338379,6.057097864151,9.23529434204102,7.80115737915039,2.9874413728714,8.99846649169922
19-May-2023,4.8753203868866,5.46672983169556,6.28376746177673,8.62253465652466,8.05866718292236,8.20086307525635,7.32090244293213,7.15040235519409,10.165816783905,0.973909646272659
20-May-2023,1.08602392673492,0.577027487754822,0.396172490715981,0.348641809821129,0.839588963985443,1.89097255468369,4.47056045532227,4.0369252204895,6.84546432495117,7.33360190391541
21-May-2023,0.915224546194079,0.505832874774933,0.587256795167923,1.363083589077,0.943368798494339,1.93596017360687,1.837297976017,0.374911910295486,6.1685133934021,7.64008545875549
22-May-2023,2.09906001091003,0.718821883201599,0.947765922546387,0.930523049831391,1.82810597419739,1.46582858562469,2.13476903438568,3.09180736541748,0.783334314823151,7.33661909103394
23-May-2023,2.38092589378357,3.05228061676025,3.98432967662811,3.54938597679138,3.80476999282837,2.97576951980591,4.90516176223755,3.88542723655701,1.48047590255738,2.34008257389069
24-May-2023,0.43749920129776,0.610846954584122,0.566295325756073,0.416840183734894,0.322684168815613,0.336947381496429,0.22809896171093,0.124124813079834,5.83133754730225,3.52298355102539
25-May-2023,2.83498692512512,3.34029512405396,3.17502131462097,2.37992286682129,2.25007717609406,1.73589730262756,1.7760974407196,0.693879580497743,0.378656387329102,7.67075500488282
26-May-2023,3.79182696342468,4.26984720230103,4.14174480438232,4.42289824485779,3.8188175201416,3.48861424922943,3.48772768974304,3.45618386268616,2.70911979675293,0.620522952079773
27-May-2023,5.81870937347412,6.19898386001587,6.5438494682312,6.60939893722534,6.31902551651001,5.57171583175659,5.32951617240906,6.52069082260132,5.15424613952637,5.13171396255493
28-May-2023,8.24679222106934,8.03624415397644,8.45832347869873,8.53664627075195,8.31795244216919,8.63838119506836,6.67419338226318,5.83867802619934,7.83434987068176,7.00414776802063
29-May-2023,7.44852886199951,6.68886818885803,7.25278301239014,7.87302684783935,8.2345534324646,8.57590675354004,9.96550121307373,6.9810836315155,2.8915510892868,1.45104330778122
30-May-2023,9.58012523651123,9.3655909538269,9.56963624954224,9.80170574188232,9.63297958374024,9.42926511764526,9.1396933555603,10.5002913475037,9.538680934906,1.8532230257988
31-May-2023,11.0791473388672,10.8321256637573,11.2303639411926,11.4136873245239,11.4334008216858,11.4352691650391,11.3921394348145,12.0149187088013,11.6674878120422,12.2308107376099
01-Jun-2023,10.3071853637695,9.0257212638855,10.6660044670105,11.1553518295288,11.4844965934753,11.038608455658,11.3237349510193,11.9721395492554,12.4246201515198,10.1025611877441
02-Jun-2023,10.3909278869629,1.95941277742386,2.89537081718445,7.30459847450256,2.69231905937195,1.46686131954193,0.982918125391006,2.67039659023285,3.44755725860596,2.72146151065826
03-Jun-2023,11.1300539016724,5.7605339050293,6.33860487937927,7.15886135101318,6.52586493492126,5.90828952789307,5.34082589149475,3.19209234714508,2.511749792099,6.57039699554443
04-Jun-2023,11.5933193206787,9.15473012924194,8.58368625640869,8.89639120101929,9.32650384902954,10.1481057167053,10.091307926178,9.57252626419067,5.81336498260498,3.47845013141632
05-Jun-2023,11.4816579818726,10.1679405212402,10.7606118202209,8.4373309135437,8.87535352706909,12.7610813140869,12.0739416122437,11.9484595298767,10.4020053863525,8.43626117706299
06-Jun-2023,12.6710056304932,11.023237323761,11.6326550483704,11.9024975776672,4.17110905647278,1.53132091760635,13.102449798584,12.1813601493835,9.78202104568481,14.4441294670105
07-Jun-2023,10.9780042648315,10.7856731414795,9.98814315795898,11.7037720680237,9.55390014648437,6.59906945228577,2.53975989818573,11.703404045105,10.0430684089661,4.46287727355957
08-Jun-2023,9.0351676940918,7.66401481628418,7.20037393569946,6.2927384853363,8.89766130447388,9.01830587387085,7.96627173423767,2.89854261875153,4.20557594299316,8.37929401397705
09-Jun-2023,7.88721718788147,6.20843172073364,4.89443588256836,5.28737583160401,6.16328134536743,8.86034278869629,11.3912847518921,11.2711550712585,2.35219209194183,5.01618814468384
10-Jun-2023,7.29059185981751,4.55319309234619,4.13986968994141,4.91120481491089,5.81742143630981,2.86713347434998,6.54170932769775,8.38067378997803,11.9607592582703,2.72902510166168
11-Jun-2023,7.70099182128906,3.22686700820923,4.07795820236206,4.28714990615845,5.10312013626099,8.3944938659668,1.51331243515015,7.84729652404785,8.97679643630981,7.46645646095276
12-Jun-2023,10.1851720809937,5.72026853561401,6.08600010871887,6.86054644584656,7.87608680725098,7.49864854812622,7.94555611610413,3.58139412403107,7.31458282470703,11.2535232543945
13-Jun-2023,12.5068639755249,9.36451416015625,9.34259948730469,7.51678094863892,5.75126509666443,8.60627212524414,7.07510533332825,9.78972043991089,7.44747796058655,4.59476408958435
14-Jun-2023,5.29226274490356,2.94196918010712,2.21200215816498,0.882703351974487,0.7862624168396,0.799476420879364,0.330650010704994,0.576582986116409,4.55042948722839,10.1285703659058
15-Jun-2023,5.13082466125488,0.981360751390457,1.26743459701538,0.739982545375824,0.682434201240539,0.711239594221115,0.313124150037765,0.237681393325329,1.52183438539505,2.28776714801788
16-Jun-2023,6.09329452514648,2.18833796977997,1.4546534538269,1.10321407318115,0.731800657510757,0.643136531114578,0.984219807386398,0.266625654697419,0.481528425216675,4.35821423530579
17-Jun-2023,6.84161491394043,3.72739622592926,3.50530960559845,3.07159340381622,2.8843585729599,0.827621805667877,0.812032294273376,4.03653726577759,0.318448686599732,0.967398071289063
18-Jun-2023,8.64000205993652,5.04446034431458,5.47284684181213,4.5046893119812,4.58754620552063,5.22627263069153,0.904096353054047,2.14750618934631,7.00144629478454,0.063451063632965
19-Jun-2023,9.7101713180542,6.20350008010864,6.95977096557617,8.0193769454956,6.29162726402283,4.56948351860046,6.45682091712952,3.5539781332016,4.60122814178467,8.7829571723938
20-Jun-2023,13.1830209732056,10.3820401191711,10.3254764556885,10.8725568771362,9.6278603553772,9.85965719223022,5.60166025161743,7.64181308746338,6.27555766105652,7.36451668739319
21-Jun-2023,14.6459142684937,11.9826996803284,13.4477648735046,14.4382137298584,14.6896528244019,13.8058754920959,11.8470052719116,9.02524509429931,8.96890048980713,3.76430413722992
22-Jun-2023,17.0315971374512,14.6835159301758,15.8270977020264,16.6187238693237,16.8410594940186,16.8635597229004,13.9236495018005,8.12809934616089,11.5428279876709,NaN
23-Jun-2023,17.5796577453613,14.8081793785095,15.972717666626,16.5017496109009,17.0999494552612,17.319652557373,17.5084758758545,16.550279045105,10.9826823234558,12.0862946510315
24-Jun-2023,15.632799911499,11.1689151763916,12.837882232666,14.3097262382507,14.1783966064453,12.2754529953003,14.7259857177734,13.3012977600098,16.286372756958,11.1638483047485
25-Jun-2023,14.8863166809082,10.7433214187622,11.8796813964844,12.4855456352234,13.4530673980713,12.8810567855835,9.8547155380249,14.8590968132019,13.4233190536499,11.8703728675842
26-Jun-2023,16.6783008575439,13.1921743392944,14.5228262901306,14.0782841682434,14.3582717895508,16.6292150497436,3.84262843132019,10.220995426178,18.2580488204956,15.4531851768494
27-Jun-2023,2.75079436302185,1.67590153217316,2.42814207077026,4.1579448223114,7.47433791160583,4.36251034736633,8.54908580780029,0.587035816907883,3.03379635810852,4.32122988700867
28-Jun-2023,0.413323324918747,0.173816485702991,0.260289347171783,0.160572279989719,0.36817222237587,0.846269369125366,0.0726984657347202,0.123744388669729,0.116824609786272,5.60644750595093
29-Jun-2023,1.60304942131043,0.895164656639099,0.887858420610428,0.927739518880844,0.725056904554367,0.784064924716949,0.454407447576523,0.256975746154785,0.145917403697968,0.10797341093421
30-Jun-2023,4.4790979385376,4.58302984237671,4.55703263282776,4.06654353141785,5.92458233833313,2.25591804981232,2.30349473953247,1.88341593742371,2.17082641124725,1.72341519594193
01-Jul-2023,0.964540266990662,1.39113389253616,0.991743117570877,0.832484716176986,0.797545713186264,1.63639994859695,2.72771286964416,0.398299312591552,6.65974669456482,7.01518673896789
02-Jul-2023,1.59330966472626,0.490581554174423,0.489761012792587,0.490004721283912,0.420822533965111,0.293350967764854,0.177641847729683,0.572711807489395,0.0420687854290009,8.49516935348511
03-Jul-2023,4.6792423248291,0.883663827180862,0.940498071908951,0.739198899269104,0.887388825416565,1.29739027023315,0.733142668008804,0.588231885433197,0.785664439201355,0.404068699479103
04-Jul-2023,8.82110061645508,6.17623543739319,6.20244874954223,6.17714056968689,5.29935059547424,7.42485122680664,6.47135648727417,4.13524250984192,4.08630418777466,3.96933944225311
05-Jul-2023,11.9175283432007,10.2592615127563,11.4238725662231,11.2077620506287,9.2043065071106,5.26672339439392,8.56532278060913,8.67032260894775,3.05129306316375,4.56633410453796
06-Jul-2023,8.63633365631104,5.20533418655395,5.98042612075806,7.23581528663635,12.5127004623413,9.55189199447632,3.71659390926361,2.7522411108017,10.132544708252,4.3795027256012
07-Jul-2023,2.85125198364258,0.605889070034027,0.661863309144974,0.70825856924057,0.799000239372253,6.63514947891235,8.35376739501953,0.908589631319045,2.41020832061767,5.29740328788757
08-Jul-2023,4.94680013656616,0.923201411962509,1.6557272195816,1.53414208889008,1.21304956674576,0.991685110330581,1.78170884847641,2.75511252880096,0.784864586591721,NaN
09-Jul-2023,4.46442537307739,0.911488801240921,1.65037574768066,2.2781126499176,1.20333993434906,1.68063733577728,5.65390357971191,5.36513228416443,6.61236968040466,4.82078757286072
10-Jul-2023,2.88993558883667,1.4113657951355,1.93284574747086,2.18722152709961,4.72953052520752,3.42815930843353,0.717736744880676,8.34856567382812,9.18436403274536,9.11162014007568
11-Jul-2023,3.92362885475159,2.40707380771637,2.24266676902771,2.21730210781097,2.25357077121735,6.72530031204223,1.45186462402344,0.512990075349808,6.58444933891296,8.90599298477173
12-Jul-2023,5.3840235710144,1.86391355991363,1.73060425519943,NaN,2.05226202011108,0.911233586072921,0.697625303268432,NaN,0.931574815511704,5.66953458786011
13-Jul-2023,0.62135683298111,3.60068445205688,5.91606492996216,5.385591173172,2.90737969875336,1.78666355609894,0.415413078665733,0.513536876440048,NaN,3.11022033691406
14-Jul-2023,0.911037838459015,0.531736028194427,0.806438815593719,5.622407579422,5.14267778396606,3.93313460350037,2.65133578777313,1.66404460668564,0.567153787612915,NaN
15-Jul-2023,2.84196038246155,1.85513447523117,0.929324686527252,1.34895678758621,2.57441761493683,6.04297194480896,0.488674733042717,0.145332469046116,4.63149118423462,3.66192729473114
16-Jul-2023,0.6303093791008,0.489986953139305,0.302956482768059,0.6628258228302,0.241929650306702,0.709370344877243,0.361651575565338,0.214345319569111,0.404880973696709,7.42011847496032
17-Jul-2023,0.68380172252655,0.428930529952049,0.530852198600769,0.558967703580856,0.502476757764816,0.68800111413002,0.573487550020218,0.511008054018021,0.41358343064785,1.14819734096527
18-Jul-2023,2.28627109527588,0.600375545024872,0.640008932352066,0.579782772064209,0.59516481757164,0.519506919384003,0.878294724225998,0.493476414680481,0.641912490129471,0.387691825628281
19-Jul-2023,3.75187773704529,0.647951972484589,0.609623390436172,0.506477814912796,0.664063596725464,0.475830918550491,1.2050710439682,2.95163638591766,0.126192931830883,0.259062528610229
20-Jul-2023,3.88931469917297,0.812314182519913,0.940282189846038,0.785222274065018,0.842093598842621,1.20495265722275,0.821852570772171,0.811752980947494,2.59890863895416,0.510518568754196
21-Jul-2023,2.73819355964661,0.900825941562652,0.884504204988479,1.02213369011879,1.37786426544189,0.958215248584747,4.01245136260986,2.84611220359802,1.59753507375717,5.33843121528626
22-Jul-2023,3.85686392784119,0.72432656288147,0.858940577507019,1.31692770719528,0.968809223175049,0.927783989906311,0.808052378892898,5.59391407966614,4.05266666412353,NaN
23-Jul-2023,6.52490396499634,4.81071286201477,4.88334665298462,5.18222560882568,5.44952940940857,6.33407001495361,2.929234957695,4.36227445602417,3.52854399681091,7.50119190216064
24-Jul-2023,1.30940427780151,0.949874097108841,1.67917563915253,1.54108753204346,2.58408284187317,1.70202753543854,3.62221109867096,0.653076881170273,0.487917754054069,2.21853075027466
